"name","feature_type","description","score"
"TFDP3","Gene","transcription factor Dp family member 3 [Source:HGNC Symbol;Acc:HGNC:24603]  TRANSCRIPTION FACTOR DP FAMILY, MEMBER 3; TFDP3 [*300772] (MIM gene record; description: TRANSCRIPTION FACTOR DP FAMILY, MEMBER 3; TFDP3;;HEPATOCELLULAR CARCINOMA ANTIGEN 661; HCA661;;CANCER/TESTIS ANTIGEN 30; CT30;;E2F-LIKE;;DP4,) is an external reference matched to Gene ENSG00000183434","1.0989765"
"LRRC26","Gene","leucine rich repeat containing 26 [Source:HGNC Symbol;Acc:HGNC:31409]  LEUCINE-RICH REPEAT-CONTAINING PROTEIN 26; LRRC26 [*613505] (MIM gene record; description: LEUCINE-RICH REPEAT-CONTAINING PROTEIN 26; LRRC26;;CYTOKERATIN-ASSOCIATED PROTEIN IN CANCER; CAPC,) is an external reference matched to Gene ENSG00000184709","1.0989765"
"TMPRSS11A","Gene","transmembrane serine protease 11A [Source:HGNC Symbol;Acc:HGNC:27954]  TRANSMEMBRANE PROTEASE, SERINE 11A; TMPRSS11A [*611704] (MIM gene record; description: TRANSMEMBRANE PROTEASE, SERINE 11A; TMPRSS11A;;ESOPHAGEAL CANCER-RELATED GENE 1; ECRG1,) is an external reference matched to Gene ENSG00000187054","1.0989765"
"DLL1","Gene","delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000198719","1.0989765"
"PTPN12","Gene","protein tyrosine phosphatase non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]  COLORECTAL CANCER; CRC [#114500] (MIM morbid record; description: COLORECTAL CANCER; CRC;;COLON CANCER,) is an external reference matched to Gene ENSG00000127947","1.0989765"
"CASP10","Gene","caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]  GASTRIC CANCER GASTRIC CANCER, INTESTINAL, INCLUDED [#613659] (MIM morbid record; description: GASTRIC CANCER GASTRIC CANCER, INTESTINAL, INCLUDED,) is an external reference matched to Gene ENSG00000003400","1.0989765"
"MAGEC2","Gene","MAGE family member C2 [Source:HGNC Symbol;Acc:HGNC:13574]  MELANOMA ANTIGEN, FAMILY C, 2; MAGEC2 [*300468] (MIM gene record; description: MELANOMA ANTIGEN, FAMILY C, 2; MAGEC2;;CANCER-TESTIS ANTIGEN 10; CT10;;HCA587;;MELANOMA ANTIGEN, FAMILY E, 1, FORMERLY; MAGEE1, FORMERLY,) is an external reference matched to Gene ENSG00000046774","1.0989765"
"DKK4","Gene","dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000104371","1.0989765"
"RCVRN","Gene","recoverin [Source:HGNC Symbol;Acc:HGNC:9937]  RECOVERIN; RCVRN [*179618] (MIM gene record; description: RECOVERIN; RCVRN;;RCV1;;CANCER-ASSOCIATED RETINOPATHY PROTEIN;;CAR PROTEIN,) is an external reference matched to Gene ENSG00000109047","1.0989765"
"FASLG","Gene","Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936]  LUNG CANCER ALVEOLAR CELL CARCINOMA, INCLUDED [#211980] (MIM morbid record; description: LUNG CANCER ALVEOLAR CELL CARCINOMA, INCLUDED;;ADENOCARCINOMA OF LUNG, INCLUDED;;NONSMALL CELL LUNG CANCER, INCLUDED;;LUNG CANCER, PROTECTION AGAINST, INCLUDED,) is an external reference matched to Gene ENSG00000117560","1.0989765"
"KL","Gene","klotho [Source:HGNC Symbol;Acc:HGNC:6344]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000133116","1.0988249"
"KLB","Gene","klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000134962","1.0988249"
"RNASEL","Gene","ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]  PROSTATE CANCER, HEREDITARY, 1; HPC1 [#601518] (MIM morbid record; description: PROSTATE CANCER, HEREDITARY, 1; HPC1;;PRCA1,) is an external reference matched to Gene ENSG00000135828","1.0988249"
"BCL2A1","Gene","BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000140379","1.0988249"
"RABL3","Gene","RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]  PANCREATIC CANCER, SUSCEPTIBILITY TO, 5; PNCA5 [#618680] (MIM morbid record; description: PANCREATIC CANCER, SUSCEPTIBILITY TO, 5; PNCA5,) is an external reference matched to Gene ENSG00000144840","1.0988249"
"FGF19","Gene","fibroblast growth factor 19 [Source:HGNC Symbol;Acc:HGNC:3675]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000162344","1.0988249"
"TRAT1","Gene","T cell receptor associated transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30698]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000163519","1.0988249"
"ICOS","Gene","inducible T cell costimulator [Source:HGNC Symbol;Acc:HGNC:5351]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000163600","1.0988249"
"SMAD3","Gene","SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]  R-HSA-3304351 (Reactome gene record; description: Signaling by TGF-beta Receptor Complex in Cancer,) is an external reference matched to Gene ENSG00000166949","1.0988249"
"JUNB","Gene","JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000171223","1.0988249"
"CCDC110","Gene","coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504]  CANCER/TESTIS ANTIGEN KM-HN-1 [*609488] (MIM gene record; description: CANCER/TESTIS ANTIGEN KM-HN-1;;MGC33607,) is an external reference matched to Gene ENSG00000168491","1.0988249"
"SRGAP1","Gene","SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]  THYROID CANCER, NONMEDULLARY, 2; NMTC2 [#188470] (MIM morbid record; description: THYROID CANCER, NONMEDULLARY, 2; NMTC2,) is an external reference matched to Gene ENSG00000196935","1.0988249"
"RHOG","Gene","ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000177105","1.0988249"
"CD19","Gene","CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000177455","1.0988249"
"GRB2","Gene","growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000177885","1.0988249"
"PRKN","Gene","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]  OVARIAN CANCER OVARIAN CANCER, EPITHELIAL, INCLUDED [#167000] (MIM morbid record; description: OVARIAN CANCER OVARIAN CANCER, EPITHELIAL, INCLUDED,) is an external reference matched to Gene ENSG00000185345","1.0988249"
"EPCAM","Gene","epithelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:11529]  COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 8; HNPCC8 [#613244] (MIM morbid record; description: COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 8; HNPCC8,) is an external reference matched to Gene ENSG00000119888","1.0988249"
"CD80","Gene","CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000121594","1.0988249"
"IRF1","Gene","interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]  LUNG CANCER ALVEOLAR CELL CARCINOMA, INCLUDED [#211980] (MIM morbid record; description: LUNG CANCER ALVEOLAR CELL CARCINOMA, INCLUDED;;ADENOCARCINOMA OF LUNG, INCLUDED;;NONSMALL CELL LUNG CANCER, INCLUDED;;LUNG CANCER, PROTECTION AGAINST, INCLUDED,) is an external reference matched to Gene ENSG00000125347","1.0988249"
"TGFBR1","Gene","transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]  R-HSA-3304351 (Reactome gene record; description: Signaling by TGF-beta Receptor Complex in Cancer,) is an external reference matched to Gene ENSG00000106799","1.0988249"
"MINPP1","Gene","multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]  THYROID CANCER, NONMEDULLARY, 2; NMTC2 [#188470] (MIM morbid record; description: THYROID CANCER, NONMEDULLARY, 2; NMTC2,) is an external reference matched to Gene ENSG00000107789","1.0988249"
"STAP2","Gene","signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430]  SIGNAL-TRANSDUCING ADAPTOR PROTEIN 2 [*607881] (MIM gene record; description: SIGNAL-TRANSDUCING ADAPTOR PROTEIN 2;;STAP2;;BREAST TUMOR KINASE SUBSTRATE; BKS;;BRK SUBSTRATE,) is an external reference matched to Gene ENSG00000178078","1.0987502"
"PRICKLE4","Gene","prickle planar cell polarity protein 4 [Source:HGNC Symbol;Acc:HGNC:16805]  PRICKLE PLANAR CELL POLARITY PROTEIN 4; PRICKLE4 [*611389] (MIM gene record; description: PRICKLE PLANAR CELL POLARITY PROTEIN 4; PRICKLE4;;PRICKLE, DROSOPHILA, HOMOLOG OF, 4;;PRICKLE-LIKE 4;;CHROMOSOME 6, OPEN READING FRAME 49; C6ORF49;;OVEREXPRESSED BREAST TUMOR PROTEIN; OEBT; OBTP,) is an external reference matched to Gene ENSG00000278224","1.0987502"
"CHRDL2","Gene","chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]  CHORDIN-LIKE 2; CHRDL2 [*613127] (MIM gene record; description: CHORDIN-LIKE 2; CHRDL2;;CHL2;;BREAST TUMOR NOVEL FACTOR 1; BNF1,) is an external reference matched to Gene ENSG00000054938","1.0987502"
"SMAD4","Gene","SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]  PANCREATIC CANCER [#260350] (MIM morbid record; description: PANCREATIC CANCER;;PANCREATIC CARCINOMA;;PANCREATIC ACINAR CARCINOMA,) is an external reference matched to Gene ENSG00000141646","1.0986633"
"BRAF","Gene","B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]  COLORECTAL CANCER; CRC [#114500] (MIM morbid record; description: COLORECTAL CANCER; CRC;;COLON CANCER,) is an external reference matched to Gene ENSG00000157764","1.0986633"
"MLH1","Gene","mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]  MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1 [#276300] (MIM morbid record; description: MISMATCH REPAIR CANCER SYNDROME 1; MMRCS1;;CONSTITUTIONAL MISMATCH REPAIR DEFICIENCY SYNDROME; CMMRDS;;MISMATCH REPAIR DEFICIENCY;;MMR DEFICIENCY;;CHILDHOOD CANCER SYNDROME;;BRAIN TUMOR-POLYPOSIS SYNDROME 1; BTPS1;;BTP1 SYNDROME;;TURCOT SYNDROME,) is an external reference matched to Gene ENSG00000076242","1.0986633"
"CUL1","Gene","cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000055130","1.0986633"
"SKP1","Gene","S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000113558","1.0986633"
"HRAS","Gene","HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]  BLADDER CANCER [#109800] (MIM morbid record; description: BLADDER CANCER,) is an external reference matched to Gene ENSG00000174775","1.098645"
"CDK8","Gene","cyclin dependent kinase 8 [Source:HGNC Symbol;Acc:HGNC:1779]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000132964","1.0986211"
"HEY2","Gene","hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000135547","1.0986211"
"APH1B","Gene","aph-1 homolog B, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:24080]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000138613","1.0986211"
"FLCN","Gene","folliculin [Source:HGNC Symbol;Acc:HGNC:27310]  COLORECTAL CANCER; CRC [#114500] (MIM morbid record; description: COLORECTAL CANCER; CRC;;COLON CANCER,) is an external reference matched to Gene ENSG00000154803","1.0986211"
"BUB1B","Gene","BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]  COLORECTAL CANCER; CRC [#114500] (MIM morbid record; description: COLORECTAL CANCER; CRC;;COLON CANCER,) is an external reference matched to Gene ENSG00000156970","1.0986211"
"HDAC11","Gene","histone deacetylase 11 [Source:HGNC Symbol;Acc:HGNC:19086]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000163517","1.0986211"
"BUB1","Gene","BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]  COLORECTAL CANCER; CRC [#114500] (MIM morbid record; description: COLORECTAL CANCER; CRC;;COLON CANCER,) is an external reference matched to Gene ENSG00000169679","1.0986211"
"NRG4","Gene","neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000169752","1.0986211"
"MAMLD1","Gene","mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000013619","1.0986211"
"FGF4","Gene","fibroblast growth factor 4 [Source:HGNC Symbol;Acc:HGNC:3682]  FIBROBLAST GROWTH FACTOR 4; FGF4 [*164980] (MIM gene record; description: FIBROBLAST GROWTH FACTOR 4; FGF4;;HEPARIN SECRETORY TRANSFORMING PROTEIN 1; HSTF1;;ONCOGENE HST;;HUMAN STOMACH CANCER, TRANSFORMING FACTOR FROM;;FGF-RELATED ONCOGENE;;KAPOSI SARCOMA ONCOGENE; KFGF,) is an external reference matched to Gene ENSG00000075388","1.0986211"
"HDAC10","Gene","histone deacetylase 10 [Source:HGNC Symbol;Acc:HGNC:18128]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000100429","1.0986211"
"SNW1","Gene","SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000100603","1.0986211"
"SMAD7","Gene","SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]  COLORECTAL CANCER, SUSCEPTIBILITY TO, 3; CRCS3 [#612229] (MIM morbid record; description: COLORECTAL CANCER, SUSCEPTIBILITY TO, 3; CRCS3;;COLORECTAL CANCER, SUSCEPTIBILITY TO, ON CHROMOSOME 18,) is an external reference matched to Gene ENSG00000101665","1.0986211"
"APH1A","Gene","aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000117362","1.0986211"
"EPHB2","Gene","EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]  PROSTATE CANCER/BRAIN CANCER SUSCEPTIBILITY [#603688] (MIM morbid record; description: PROSTATE CANCER/BRAIN CANCER SUSCEPTIBILITY;;PCBC;;CAPB,) is an external reference matched to Gene ENSG00000133216","1.0985345"
"ADAM10","Gene","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000137845","1.0985345"
"ITGA9","Gene","integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]  INTEGRIN, ALPHA-9; ITGA9 [*603963] (MIM gene record; description: INTEGRIN, ALPHA-9; ITGA9;;ALPHA RELATED TO THE DEVELOPMENT OF LUNG CANCER;;ALPHA-RLC,) is an external reference matched to Gene ENSG00000144668","1.0985345"
"DKK2","Gene","dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000155011","1.0985345"
"MED19","Gene","mediator complex subunit 19 [Source:HGNC Symbol;Acc:HGNC:29600]  MEDIATOR COMPLEX SUBUNIT 19; MED19 [*612385] (MIM gene record; description: MEDIATOR COMPLEX SUBUNIT 19; MED19;;LUNG CANCER METASTASIS-RELATED PROTEIN 1; LCMR1;;DT2P1G7,) is an external reference matched to Gene ENSG00000156603","1.0985345"
"DCD","Gene","dermcidin [Source:HGNC Symbol;Acc:HGNC:14669]  DERMCIDIN; DCD [*606634] (MIM gene record; description: DERMCIDIN; DCD;;PROTEOLYSIS-INDUCING FACTOR; PIF;;DIFFUSIBLE SURVIVAL/EVASION PEPTIDE; DSEP;;SURVIVAL-PROMOTING PEPTIDE;;CANCER CACHECTIC FACTOR 1; CCF1,) is an external reference matched to Gene ENSG00000161634","1.0985345"
"WDCP","Gene","WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000163026","1.0985345"
"DLC1","Gene","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]  DLC1 RHO GTPase ACTIVATING PROTEIN; DLC1 [*604258] (MIM gene record; description: DLC1 RHO GTPase ACTIVATING PROTEIN; DLC1;;DELETED IN LIVER CANCER 1;;RHO GTPase-ACTIVATING PROTEIN 7; ARHGAP7,) is an external reference matched to Gene ENSG00000164741","1.0985345"
"FUNDC2","Gene","FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]  FUN14 DOMAIN-CONTAINING PROTEIN 2; FUNDC2 [*301042] (MIM gene record; description: FUN14 DOMAIN-CONTAINING PROTEIN 2; FUNDC2;;HEPATITIS C VIRUS CORE-BINDING PROTEIN 6; HCBP6;;CERVICAL CANCER ONCOGENE 3; HCC3,) is an external reference matched to Gene ENSG00000165775","1.0985345"
"PASD1","Gene","PAS domain containing repressor 1 [Source:HGNC Symbol;Acc:HGNC:20686]  PAS DOMAIN-CONTAINING REPRESSOR 1; PASD1 [*300993] (MIM gene record; description: PAS DOMAIN-CONTAINING REPRESSOR 1; PASD1;;CANCER-TESTIS ANTIGEN 63; CT63;;OXTES1,) is an external reference matched to Gene ENSG00000166049","1.0985345"
"RNF139","Gene","ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]  RING FINGER PROTEIN 139; RNF139 [*603046] (MIM gene record; description: RING FINGER PROTEIN 139; RNF139;;TRANSLOCATION IN RENAL CARCINOMA ON CHROMOSOME 8; TRC8;;HEREDITARY RENAL CANCER ASSOCIATED 1; HRCA1,) is an external reference matched to Gene ENSG00000170881","1.0985345"
"FZD8","Gene","frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000177283","1.0985345"
"TMEM50A","Gene","transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]  Q7RU07.153 (UniProtKB/TrEMBL record; description: Cervical cancer oncogene 9; Small membrane protein 1; Transmembrane protein 50A; Transmembrane protein 50A, isoform CRA_a,) is an external reference matched to Translation ENSP00000363478","1.0985345"
"MYCT1","Gene","MYC target 1 [Source:HGNC Symbol;Acc:HGNC:23172]  MYC TARGET IN MYELOID CELLS 1; MYCT1 [*616805] (MIM gene record; description: MYC TARGET IN MYELOID CELLS 1; MYCT1;;MYC TARGET PROTEIN 1;;MYC TARGET FROM LARYNGEAL CANCER CELLS; MTLC,) is an external reference matched to Gene ENSG00000120279","1.0985345"
"SEMG1","Gene","semenogelin 1 [Source:HGNC Symbol;Acc:HGNC:10742]  SEMENOGELIN I; SEMG1 [*182140] (MIM gene record; description: SEMENOGELIN I; SEMG1;;SEMENOGELIN; SEMG;;CANCER/TESTIS ANTIGEN 103,) is an external reference matched to Gene ENSG00000124233","1.0985345"
"IL1B","Gene","interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]  GASTRIC CANCER GASTRIC CANCER, INTESTINAL, INCLUDED [#613659] (MIM morbid record; description: GASTRIC CANCER GASTRIC CANCER, INTESTINAL, INCLUDED,) is an external reference matched to Gene ENSG00000125538","1.0985345"
"RHBDF2","Gene","rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]  TYLOSIS WITH ESOPHAGEAL CANCER; TOC [#148500] (MIM morbid record; description: TYLOSIS WITH ESOPHAGEAL CANCER; TOC;;PALMOPLANTAR KERATODERMA WITH ESOPHAGEAL CANCER;;KERATOSIS PALMARIS ET PLANTARIS WITH ESOPHAGEAL CANCER,) is an external reference matched to Gene ENSG00000129667","1.0985345"
